zbin,massbin,n_sample,lower,upper,count,expected,sigma,ratio,pull
2,0,47449,0.28,0.32,0,0.16821710983523525,0.41014105729034317,0.0,-0.41014452673084273
2,0,47449,0.32,0.36,0,0.6582394369160361,0.8113076904070474,0.0,-0.8113314402157161
2,0,47449,0.36,0.4,3,2.3287189659391423,1.5259439031395485,1.2882619345139137,0.4399119998315355
2,0,47449,0.4,0.44,5,7.441483032207545,2.727549941025949,0.6719090775802966,-0.8951194606868309
2,0,47449,0.44,0.48000000000000004,27,21.452623146119183,4.630117252110334,1.2585873445916729,1.1981072080523254
2,0,47449,0.48000000000000004,0.52,60,55.70957787239845,7.457860305005429,1.0770140843182956,0.5752886152509434
2,0,47449,0.52,0.56,121,130.09171891036368,11.38594665024701,0.9301130080645018,-0.7985035579071893
2,0,47449,0.56,0.6000000000000001,251,272.64207215206875,16.455624985943125,0.9206209372557964,-1.3151777687299047
2,0,47449,0.6000000000000001,0.64,542,511.74281762125787,22.4845684303358,1.059125758753952,1.3456865971205234
2,0,47449,0.64,0.6799999999999999,849,858.4391111111904,29.012680997375536,0.9890043324109824,-0.3253443248503738
2,0,47449,0.6799999999999999,0.72,1295,1284.9368242645846,35.33551424199439,1.00783165019897,0.28478928215103827
2,0,47449,0.72,0.76,1718,1720.4464336515737,40.70042042514278,0.99857802393395,-0.06010831401786652
2,0,47449,0.76,0.8,2104,2110.25715815459,44.89019984118221,0.9970348835778565,-0.1393880663647565
2,0,47449,0.8,0.8400000000000001,2522,2601.815203684977,49.57864575049947,0.9693232618627434,-1.609870589984255
2,0,47449,0.8400000000000001,0.8800000000000001,3803,3745.1687758548483,58.713638948044625,1.0154415535337127,0.9849708718672039
2,0,47449,0.8800000000000001,0.9199999999999999,5985,6040.609844347229,72.58442697169981,0.9907940016355685,-0.7661401579833528
